COD_DEP,DEPENDENCIA,SUPERINTENDENCIA,DIRECCION,PROVINCIA,LATITUD,LONGITUD,PERSONAL,MOVILES,ARMAS
1596,"SECCION SEGURIDAD Y CUSTODIA CAJA DE RETIROS, JUBILACIONES Y PENSIONES DE LA P.F.A",SEGURIDAD Y CUSTODIA,BALCARCE 50 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133363533,-58.38842041,100,100,100
1597,SECCION SEGURIDAD Y CUSTODIA MUSEO SITIO DE MEMORIA,SEGURIDAD Y CUSTODIA,AV. DEL LIBERTADOR 8151 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.53873643263,-58.46435466,100,100,100
1598,CENTRO DE ENTRENAMIENTO Y CONTRALOR,SEGURIDAD Y CUSTODIA,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6119599840621,-58.3864644981528,100,100,100
1599,UNIDAD DE SEGURIDAD Y CUSTODIA EN ESPECTACULOS DEPORTIVOS,SEGURIDAD Y CUSTODIA,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6119211049273,-58.3864253777653,100,100,100
16,DEPTO. INFORMACION CRIMINAL,INTELIGENCIA CRIMINAL,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61333679617,-58.38834889,100,100,100
160,DIR. GRAL. ORDEN URBANO Y FEDERAL,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5741435344362,-58.4048834919107,100,100,100
1600,GABINETE CIENTIFICO-SAN CARLOS DE BARILOCHE,FEDERAL DE POLICIA CIENTIFICA,GRL.TISCORNIA 6 (BARILOCHE),RIO NEGRO,-41.137636997519,-71.3103648057216,100,100,100
1601,DIVISION SEGURIDAD INFORMATICA,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61333709826,-58.38855231,100,100,100
1603,DIVISION DESARROLLO DE APLICATIVOS INSTITUCIONALES,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,CEVALLOS VIRREY 362 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61343711248,-58.3887076,100,100,100
1604,DIVISION REQUERIMIENTOS JUDICIALES DE IMAGENES Y ANALISIS INVESTIGATIVO,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613437264242,-58.3882061755102,100,100,100
1605,DIVISION COORDINACION Y ENLACE C.A.E.C.O.PAZ,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3380 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5738012324473,-58.4042036603986,100,100,100
1606,SECCION SEGURIDAD BANCO CENTRAL DE LA REPUBLICA ARGENTINA,SEGURIDAD Y CUSTODIA,BALCARCE 186 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.609837439514,-58.3705819142857,100,100,100
1607,DIVISION ARQUITECTURA Y CONTRALOR TECNICO BANCARIO,ADMINISTRACION,AV. BELGRANO 752 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6129201395575,-58.3769365615633,100,100,100
1608,DIVISION TALLERES,ADMINISTRACION,AV. BELGRANO 752 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6129132407984,-58.3770041285336,100,100,100
1609,SECCION COMBUSTIBLE,ADMINISTRACION,AV. BELGRANO 3144 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61543770949,-58.41030754,100,100,100
161,SECCION ADMINISTRACION,INTELIGENCIA CRIMINAL,AV. CASEROS 915 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6278590951167,-58.3768936845392,100,100,100
1610,UNIDAD DE PERSONAL DOCENTE (UPD),INSTRUCCION Y FORMACION ACADEMICA,ROSARIO 532 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6196901574817,-58.4360465417858,100,100,100
1611,SECCION ESTACION INGENIERO WHITE,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6301153497556,-58.3828338785878,100,100,100
1612,SECCION ALCAIDIA - SFT,FEDERAL DE TRANSPORTE,HORNOS GRAL. 41 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6283852756449,-58.3804507873922,100,100,100
1614,DIVISION ESTADISTICA CRIMINAL,INTELIGENCIA CRIMINAL,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613438364242,-58.3882061755102,100,100,100
1615,DIVISION ANALISIS DEL CRIMER COMPLEJO,INTELIGENCIA CRIMINAL,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613438464242,-58.3882061755102,100,100,100
1616,SECCION ASESORIA LEGAL Y SISTEMAS,INTELIGENCIA CRIMINAL,AV. CASEROS 915 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6278357594222,-58.3769339363675,100,100,100
1617,DIVISION CENTRO,ASUNTOS INTERNOS E INSPECTORIA GENERAL,AV. RIVADAVIA 1325 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6085373354725,-58.3853357273476,100,100,100
1618,DEPTO. INVESTIGACIONES FEDERALES CAMPANA,AGENCIAS FEDERALES,AV. LAS HERAS GRAL. 468 (CAMPANA),BUENOS AIRES,-34.164938734151,-58.9693587684009,100,100,100
1619,SECCION AUTOMOTORES,AGENCIAS FEDERALES,VENEZUELA 3143 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6164516135419,-58.4101778988458,100,100,100
162,DEPTO. CUERPO GUARDIA DE INFANTERIA,FEDERAL DE INTERVENCION TERRITORIAL,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6128107643217,-58.3878318664159,100,100,100
1620,DEPTO. ANTISECUESTROS NORTE,INVESTIGACIONES FEDERALES,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5742055333933,-58.4047462304492,100,100,100
1621,DEPTO. ANTISECUESTROS SUR,INVESTIGACIONES FEDERALES,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5741678949088,-58.4047238826072,100,100,100
1622,DEPTO. INVESTIGACIONES COMPLEJAS NEA,INVESTIGACIONES FEDERALES,BOLIVAR 1990 (CHAJARI),ENTRE RIOS,-30.753239238762,-57.9876786725884,100,100,100
1623,SECCION OPERACIONES NEA,INVESTIGACIONES FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.612226670137,-58.3864549025861,100,100,100
1624,DIVISION DELITOS CONSTITUCIONALES,INVESTIGACIONES FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6120571818196,-58.3865205953123,100,100,100
1625,DIVISION AGENCIAS Y SERVICIOS DE VIGILANCIA PRIVADA,INVESTIGACIONES FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.612197207139,-58.3864036032099,100,100,100
1626,DIVISION DENUNCIAS DE DELITOS FEDERALES,INVESTIGACIONES FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61293968415,-58.38811293,100,100,100
1627,DEPTO. SEGURIDAD Y DETENIDOS,INVESTIGACIONES FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6957121529947,-58.4715619997865,100,100,100
1628,DIVISION ALCAIDIAS,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6956452252606,-58.4716427823082,100,100,100
1629,DEPTO. INVESTIGACIONES NACIONALES,INVESTIGACIONES FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.69576539,-58.4724133,100,100,100
1630,DEPTO. TECNICO DEL CIBERCRIMEN,INVESTIGACIONES FEDERALES,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5735687088507,-58.4056877602703,100,100,100
1631,SECCION ADUANA,INVESTIGACIONES FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6119830685399,-58.3864600694297,100,100,100
1632,DEPTO. ARTICULACION OPERATIVA,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6960531765063,-58.4719489801606,100,100,100
1633,DIVISION SERVICIOS DESCENTRALIZADOS INTERIOR II,BIENESTAR,USPALLATA 3400 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.64084032933,-58.41099004,100,100,100
1634,COORDINACION TECNICO ADMINISTRATIVA,AVIACION FEDERAL,LAVAISSE BENJAMIN 1551 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.62774042139,-58.35194717,100,100,100
1635,UNIDAD DE ANALISIS Y CONTROL ADMINISTRATIVO,ADMINISTRACION,AV. DE MAYO 1333 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6089528722195,-58.3853438466733,100,100,100
1636,DEPTO. PRESUPUESTO,ADMINISTRACION,AV. RIVADAVIA 1330 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.608740677114,-58.3853356290184,100,100,100
1637,SECCION REGISTRO DE BIENES DE CONSUMO E INMUEBLES,ADMINISTRACION,AV. RIVADAVIA 1330 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6087318907654,-58.3852960533697,100,100,100
164,DIVISION OPERACIONES - CGI,FEDERAL DE INTERVENCION TERRITORIAL,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61302823,-58.38781598,100,100,100
165,DIVISION OPERACIONES - C.P.M,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5741085097097,-58.4049524400823,100,100,100
166,SECCION LOGISTICA - C.P.MOTO,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5741227287049,-58.4048031158652,100,100,100
170,DEPTO. CUERPO POLICIA MONTADA,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5746145371597,-58.406139923142,100,100,100
171,DIVISION ASUNTOS MIGRATORIOS,INVESTIGACIONES FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6119630214938,-58.3864231634037,100,100,100
173,DEPTO. GRUPOS ESPECIALES G.E.-1,FEDERAL DE INTERVENCION TERRITORIAL,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6129840478434,-58.3879263458425,100,100,100
1745,DEPTO. ÁREA PODER LEGISLATIVO,SEGURIDAD Y CUSTODIA,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5740795489546,-58.4050079287582,100,100,100
175,CURSO PREPARATORIO AGENTES,INSTRUCCION Y FORMACION ACADEMICA,AV. PUNTA ARENAS 1201 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.590741577718,-58.4702827186772,100,100,100
178,SECCION BATALLON I,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5741259697991,-58.4049200611067,100,100,100
179,SECCION BATALLON II,FEDERAL DE INTERVENCION TERRITORIAL,CEVALLOS VIRREY 360 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131466242104,-58.3888381092147,100,100,100
180,SECCION BATALLON III,FEDERAL DE INTERVENCION TERRITORIAL,CEVALLOS VIRREY 360 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131398660212,-58.3888392163955,100,100,100
181,DEPTO. GRUPOS ESPECIALES DE OPERACIONES FEDERALES (G.E.O.F),FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5740923042343,-58.404981771625,100,100,100
182,SECCION LOGISTICA - C.P.M,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5740195363831,-58.4051082400945,100,100,100
184,SECCION IA.AGRUPACION,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57384217616,-58.40427361,100,100,100
185,SECCION IIA.AGRUPACION,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57384227616,-58.40427361,100,100,100
186,SECCION IIIA.AGRUPACION,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57384237616,-58.40427361,100,100,100
187,SECCION IV A. AGRUPACION,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57384247616,-58.40427361,100,100,100
189,DIVISION SEGURIDAD Y CUSTODIA CONSEJO DE LA MAGISTRATURA DE LA NACION,SEGURIDAD Y CUSTODIA,PARANA 386 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.604442543657,-58.3878756850057,100,100,100
200,SUPER. FEDERAL DE TRANSPORTE,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6301509796192,-58.3828710810352,100,100,100
266,DIVISION GESTION ADMINISTRATIVA (COORD.INTERNACIONAL),COOPERACION POLICIAL INTERNACIONAL,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.573887801318,-58.4043672059696,100,100,100
268,DIVISION MANTENIMIENTO AERONAUTICO AVIONES,AVIACION FEDERAL,AVIADOR MATIENZO S/N 0 (EZEIZA),BUENOS AIRES,-34.7980169542131,-58.5264523603921,100,100,100
269,"DIVISION SEGURIDAD Y CUSTODIA MINIST. DE RELACIONES EXTERIORES, COMERCIO INTERNACIONAL Y CULTO",SEGURIDAD Y CUSTODIA,ESMERALDA 1212 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.59394294317,-58.3788614658098,100,100,100
270,DIVISION GESTION ADMINISTRATIVA - DGAJ,DIR. GRAL. ASUNTOS JURIDICOS,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61304304879,-58.38774627,100,100,100
271,DIVISION OPERACIONES AEREAS DE AVIONES,AVIACION FEDERAL,AVIADOR MATIENZO S/N 0 (EZEIZA),BUENOS AIRES,-34.7980945482005,-58.5263136702952,100,100,100
272,COMISARIA CASA DE GOBIERNO,SEGURIDAD Y CUSTODIA,BALCARCE 50 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.608343295219,-58.3705425843012,100,100,100
273,DIVISION CUSTODIA PRESIDENCIAL,SEGURIDAD Y CUSTODIA,AV. DEL LIBERTADOR 2200 (OLIVOS),BUENOS AIRES,-34.513202319403,-58.4777148414729,100,100,100
274,DIVISION SEGURIDAD HONORABLE CAMARA DE DIPUTADOS DE LA NACION,SEGURIDAD Y CUSTODIA,AV. RIVADAVIA 1864 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.609343449901,-58.3928534624753,100,100,100
275,DIVISION SEGURIDAD Y CUSTODIA DE LOS MINISTERIOS DE SALUD Y DESARROLLO SOCIAL,SEGURIDAD Y CUSTODIA,AV. 9 DE JULIO 1925 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61220717,-58.38143101,100,100,100
276,SUPER. DE AVIACION FEDERAL,AVIACION FEDERAL,BENITO CORREA 01600 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.62774366928,-58.35196057,100,100,100
277,DIVISION SEGURIDAD HONORABLE SENADO DE LA NACION,SEGURIDAD Y CUSTODIA,AV. RIVADAVIA 1850 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.609343740063,-58.3927078478824,100,100,100
279,DIVISION POLICIA ADICIONAL,ADMINISTRACION,AV. RIVADAVIA 1330 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6089170292195,-58.3852958688395,100,100,100
280,DIVISION GESTION ADMINISTRATIVA-S.F.T,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6301304046294,-58.3828338785878,100,100,100
283,DIVISION SALA DE SITUACION,FEDERAL DE INTERVENCION TERRITORIAL,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61290274,-58.38828008,100,100,100
289,"DIVISION SEGURIDAD Y CUSTODIA DE LOS MINISTERIOS DE ECONOMIA, TRANSPORTE Y OBRAS PUBLICAS",SEGURIDAD Y CUSTODIA,ALSINA 267 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.609944160736,-58.3702700734694,100,100,100
30,DIVISION CUSTODIA VICEPRESIDENCIAL Y PTE. PROVISIONAL HONOR. SENADO DE LA NACION,SEGURIDAD Y CUSTODIA,ALSINA ADOLFO 1825 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.611444281399,-58.3922812040816,100,100,100
300,SUPER. DROGAS PELIGROSAS,DROGAS PELIGROSAS,BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134203683781,-58.3892664036465,100,100,100
303,DIVISION GESTION ADMINISTRATIVA - SUP.INV.FED.,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6955465371332,-58.4726239585997,100,100,100
304,DIVISION ANALISIS Y PROSPECTIVA DEL NARCOTRAFICO,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134021441065,-58.3890744923113,100,100,100
306,SECCION ALCALDIA - S.D.PELIGROSAS,DROGAS PELIGROSAS,AV. BELGRANO 1627 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133726815256,-58.3890781829139,100,100,100
31,DIVISION SEGURIDAD Y CUSTODIA JEFATURA DE GABINETE DE MINISTROS,SEGURIDAD Y CUSTODIA,AV. ROCA JULIO A. PRES. 782 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6123920692467,-58.3768908395533,100,100,100
312,DIVISION CENTRAL RADIOELECTRICA,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.69588653361,-58.4717532512746,100,100,100
315,DIVISION DELITOS CONTRA EL AUTOMOTOR,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6960942218744,-58.4719921027158,100,100,100
32,DIVISION SEGURIDAD Y CUSTODIA MINISTERIO DEL INTERIOR,SEGURIDAD Y CUSTODIA,25 DE MAYO 101 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6064168473156,-58.3707650387492,100,100,100
321,DIVISION INDIVIDUALIZACION CRIMINAL,FEDERAL DE POLICIA CIENTIFICA,AZOPARDO 650 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6153760707051,-58.3672045815772,100,100,100
325,DIR. GRAL. NARCOCRIMINALIDAD,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134082188641,-58.3892811660569,100,100,100
327,DIVISION CENTRAL NACIONAL DE DATOS,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134453829,-58.38919873,100,100,100
328,SECCION BRIGADAS - OP. FEDERALES,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134717000549,-58.3891793054251,100,100,100
329,EX - SECCION ALCALDIA MADARIAGA,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6957359839455,-58.4715916857835,100,100,100
330,SECCION JUDICIALES - OP. FEDERALES,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134592468108,-58.3892951903468,100,100,100
331,DIR. GRAL. DE ORGANIZACIONES CRIMINALES,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6958474543189,-58.471698872832,100,100,100
332,DIVISION SISTEMAS INTEGRADOS - SFOP,FEDERAL DE INTERVENCION TERRITORIAL,AZOPARDO 670 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6152355334586,-58.3671850655393,100,100,100
336,DEPTO. SERVICIOS GENERALES,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6958603756394,-58.4719073541376,100,100,100
337,DIVISION GESTION ADMINISTRATIVA - SUPER. DROGAS,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134959990625,-58.3891206248438,100,100,100
341,DEPTO. INTERPOL,COOPERACION POLICIAL INTERNACIONAL,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5740792353002,-58.4045765900121,100,100,100
344,DEPTO. SISTEMAS CONTRA EL NARCOTRAFICO - S.D.PELIGROSAS,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134097375535,-58.3891405540978,100,100,100
346,DIVISION CAPACITACION EN LA LUCHA CONTRA EL NARCOTRAFICO,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61344638783,-58.38915375,100,100,100
347,DEPTO. TECNICO DEL NARCOTRAFICO,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613474129956,-58.3892959284673,100,100,100
354,DIVISION DELITOS CIBERNETICOS CONTRA LA NIÑEZ Y ADOLESCENCIA,INVESTIGACIONES FEDERALES,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5738192153602,-58.4042199133746,100,100,100
355,DIVISION PRECURSORES QUIMICOS Y DROGAS EMERGENTES,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133763263815,-58.3892896544429,100,100,100
356,DIVISION SEGURIDAD - DROGAS PELIGROSAS,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6134823308716,-58.3890829806973,100,100,100
36,DIVISION MANTENIMIENTO AERONAUTICO DE HELICOPTEROS,AVIACION FEDERAL,BENITO CORREA 1600 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.627646821529,-58.3506406144287,100,100,100
360,DEPARTAMENTO CONTROL DE LINEAS I,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6301610161978,-58.3828326588355,100,100,100
361,DIVISION ROCA,FEDERAL DE TRANSPORTE,HORNOS GRAL. 17 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6282808929346,-58.3801921998895,100,100,100
363,DIVISION MITRE,FEDERAL DE TRANSPORTE,AV. R.MEJIA-EST.RETIRO 1358 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.591247155241,-58.3750793905687,100,100,100
365,DIVISION SARMIENTO,FEDERAL DE TRANSPORTE,PTE.PERON-EST.ONCE 2930 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.608047296893,-58.4081314868599,100,100,100
366,DEPTO. HELICOPTEROS,AVIACION FEDERAL,LAVAISSE BENJAMIN 1551 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6277473293,-58.35205396,100,100,100
367,DIVISION URQUIZA,FEDERAL DE TRANSPORTE,FCO.LACROZE-EST.URQUIZA 4181 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5864389519338,-58.455134700401,100,100,100
368,DEPTO. AVIONES,AVIACION FEDERAL,AEROPUERTO INTERNACIONAL EZEIZA 0 (EZEIZA),BUENOS AIRES,-34.797890968121,-58.5262516915705,100,100,100
369,DIVISION BELGRANO NORTE,FEDERAL DE TRANSPORTE,AV. R.MEJIA-EST.RETIRO 1430 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.59114765388,-58.37495668,100,100,100
370,DIVISION BELGRANO SUR,FEDERAL DE TRANSPORTE,OLAVARRIA 3200 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.645647792808,-58.3928385435663,100,100,100
371,DIVISION SAN MARTIN,FEDERAL DE TRANSPORTE,AV. R.MEJIA-EST.RETIRO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.59134781997,-58.37508278,100,100,100
373,DIVISION UNIDAD DE PREVENCION EN MEDIOS DE TRANSPORTE-S.F.T,FEDERAL DE TRANSPORTE,HORNOS GRAL. 41 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6283933050787,-58.3801141357377,100,100,100
374,DIVISION UNIDAD OPERATIVA FEDERAL JUNIN,AGENCIAS FEDERALES,QUINTANA 401 (JUNIN),BUENOS AIRES,-34.58514804134,-60.94712796,100,100,100
376,DIVISION BRIGADAS DE PREVENCION -S.F.T,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6301770747209,-58.3828326588355,100,100,100
377,DIVISION GESTION ADMINISTRATIVA D.G.A.F,AVIACION FEDERAL,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.627448262439,-58.3508948171077,100,100,100
378,DIVISION NEGOCIACION E INTELIGENCIA TACTICA,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3380 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5738392893049,-58.4042381979726,100,100,100
379,SECCION ACCIDENTOLOGIA FORENSE EN EL TRANSPORTE,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6301459613295,-58.3828332687117,100,100,100
381,DIR. GRAL DELITOS CONTRA LA LIBERTAD PERSONAL,INVESTIGACIONES FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5739517869471,-58.4043540004266,100,100,100
386,DIVISION INGENIERIA CLINICA E INFRAESTRUCTURA,BIENESTAR,USPALLATA 3400 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.64094863721,-58.41080741,100,100,100
388,DIVISION LAVADO DE ACTIVOS,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6957913584513,-58.4716448556522,100,100,100
389,DIVISION DELITOS TECNOLOGICOS,INVESTIGACIONES FEDERALES,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57354882781,-58.40579791,100,100,100
390,SUPER. INVESTIGACIONES FEDERALES,INVESTIGACIONES FEDERALES,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57374895537,-58.40557043,100,100,100
